Chr	start	stop	V4	V5	V6	M24C1_RUNX	M24C2_RUNX	M24D1_RUNX	M24D2_RUNX	M24G1_RUNX	M24G2_RUNX	M24Q1_RUNX	M24Q2_RUNX
chr14	96797296	96797384	RUNX_peak_660	0	.	11	9	7	6	8	15	16	21
chr14	100041374	100041549	RUNX_peak_661	0	.	21	14	19	31	56	32	22	36
chr14	100533220	100533616	RUNX_peak_662	0	.	83	85	46	59	71	94	77	78
chr14	101947976	101948415	RUNX_peak_663	0	.	210	217	145	141	279	198	171	165
chr14	102592208	102592509	RUNX_peak_664	0	.	26	64	21	34	60	33	41	44
chr14	103121703	103122199	RUNX_peak_665	0	.	45	56	40	37	48	49	49	67
chr14	103333719	103334121	RUNX_peak_666	0	.	141	100	66	64	92	96	120	83
chr14	103607057	103607326	RUNX_peak_667	0	.	41	91	29	54	91	68	61	31
chr14	103931508	103931695	RUNX_peak_668	0	.	16	42	25	21	62	37	21	46
chr14	106844649	106844971	RUNX_peak_669	0	.	42	59	28	23	27	39	52	55
chr15	23039257	23039887	RUNX_peak_670	0	.	136	269	111	102	213	163	149	134
chr15	23074199	23074754	RUNX_peak_671	0	.	56	44	56	51	80	58	56	68
chr15	23074766	23074987	RUNX_peak_672	0	.	39	42	27	29	49	53	35	33
chr15	28786809	28786833	RUNX_peak_673	0	.	2	3	2	5	14	17	8	5
chr15	29825224	29825663	RUNX_peak_674	0	.	83	73	54	44	63	87	96	86
chr15	31263676	31264461	RUNX_peak_675	0	.	136	88	85	68	98	100	135	137
chr15	31266273	31266926	RUNX_peak_676	0	.	159	132	112	138	178	93	151	132
chr15	36757420	36757703	RUNX_peak_677	0	.	36	50	34	62	86	70	59	67
chr15	36758950	36759125	RUNX_peak_678	0	.	9	14	9	10	37	32	18	17
chr15	39427104	39427425	RUNX_peak_679	0	.	16	52	28	38	59	45	46	52
chr15	39782696	39782962	RUNX_peak_680	0	.	49	62	54	37	47	48	55	44
chr15	40098894	40099079	RUNX_peak_681	0	.	66	94	45	39	63	50	45	84
chr15	40115757	40116082	RUNX_peak_682	0	.	54	48	57	56	57	40	42	46
chr15	41279263	41279438	RUNX_peak_683	0	.	18	37	11	19	39	35	22	14
chr15	41621703	41622097	RUNX_peak_684	0	.	75	62	34	52	83	82	66	66
chr15	42285043	42285674	RUNX_peak_685	0	.	31	50	60	94	107	101	62	69
chr15	43249808	43249948	RUNX_peak_686	0	.	29	37	16	11	40	32	25	24
chr15	44288384	44288658	RUNX_peak_687	0	.	39	81	40	30	69	36	62	43
chr15	50055505	50055747	RUNX_peak_688	0	.	21	25	36	21	54	62	26	38
chr15	50064463	50065947	RUNX_peak_689	0	.	240	234	212	258	466	289	225	266
chr15	50105878	50106348	RUNX_peak_690	0	.	14	46	36	47	32	33	32	23
chr15	50107488	50108405	RUNX_peak_691	0	.	129	101	98	127	203	137	124	160
chr15	50108443	50108547	RUNX_peak_692	0	.	17	15	5	18	18	12	8	11
chr15	50114162	50114436	RUNX_peak_693	0	.	25	18	14	17	38	43	34	39
chr15	51077108	51077416	RUNX_peak_694	0	.	55	56	54	61	77	54	37	72
chr15	52082579	52083367	RUNX_peak_695	0	.	126	115	82	91	161	109	93	121
chr15	52136481	52136645	RUNX_peak_696	0	.	11	5	16	13	16	10	17	17
chr15	52137740	52138035	RUNX_peak_697	0	.	49	44	55	73	85	72	81	45
chr15	55221441	55221502	RUNX_peak_698	0	.	7	16	13	15	16	18	11	14
chr15	55282540	55282823	RUNX_peak_699	0	.	30	26	19	28	39	31	25	29
chr15	57283653	57284348	RUNX_peak_700	0	.	57	86	111	109	113	102	117	121
chr15	58331787	58332380	RUNX_peak_701	0	.	111	113	93	114	174	92	128	148
chr15	59399413	59399887	RUNX_peak_702	0	.	66	123	65	80	126	88	87	109
chr15	59406526	59406667	RUNX_peak_703	0	.	24	53	8	30	32	52	19	14
chr15	59657232	59657633	RUNX_peak_704	0	.	56	88	67	51	79	41	58	64
chr15	63503364	63503664	RUNX_peak_705	0	.	59	56	22	43	76	70	56	48
chr15	63833784	63834103	RUNX_peak_706	0	.	68	80	69	38	125	51	66	48
chr15	63892859	63893182	RUNX_peak_707	0	.	80	82	54	73	94	63	65	77
chr15	66356438	66356833	RUNX_peak_708	0	.	70	144	85	65	100	104	80	89
chr15	66504873	66505075	RUNX_peak_709	0	.	43	22	27	29	28	24	22	46
chr15	67085635	67086309	RUNX_peak_710	0	.	71	93	48	70	72	83	72	81
chr15	67091352	67091594	RUNX_peak_711	0	.	32	42	33	27	79	55	44	43
chr15	69721589	69721679	RUNX_peak_712	0	.	13	25	16	14	27	30	13	9
chr15	69759054	69759462	RUNX_peak_713	0	.	64	65	46	46	101	112	40	47
chr15	69760691	69761286	RUNX_peak_714	0	.	74	65	38	53	149	103	85	63
chr15	70266691	70266927	RUNX_peak_715	0	.	33	40	22	24	45	42	39	32
chr15	70462795	70463501	RUNX_peak_716	0	.	149	182	109	137	214	140	164	155
chr15	70480212	70480602	RUNX_peak_717	0	.	63	54	47	57	116	68	59	45
chr15	70486244	70487170	RUNX_peak_718	0	.	129	169	164	164	241	141	145	150
chr15	70492357	70493222	RUNX_peak_719	0	.	220	223	180	183	309	221	152	180
chr15	72237561	72237780	RUNX_peak_720	0	.	22	41	22	27	51	48	14	21
chr15	74546207	74546355	RUNX_peak_721	0	.	19	48	24	24	37	38	32	36
chr15	74787339	74788300	RUNX_peak_722	0	.	109	128	82	127	120	121	114	120
chr15	74790274	74790651	RUNX_peak_723	0	.	53	54	55	60	93	51	75	45
chr15	74995374	74995712	RUNX_peak_724	0	.	43	58	29	45	62	27	56	57
chr15	75023516	75023754	RUNX_peak_725	0	.	43	82	49	39	66	65	47	45
chr15	75043030	75043636	RUNX_peak_726	0	.	92	170	68	113	149	123	116	115
chr15	75108117	75108925	RUNX_peak_727	0	.	164	126	119	140	176	195	151	152
chr15	75153474	75154040	RUNX_peak_728	0	.	142	154	105	159	203	183	150	144
chr15	75202103	75202330	RUNX_peak_729	0	.	16	32	31	29	45	32	31	30
chr15	75368332	75368610	RUNX_peak_730	0	.	29	23	33	22	29	26	17	28
chr15	75640295	75640586	RUNX_peak_731	0	.	27	47	24	32	49	37	27	55
chr15	75945975	75946473	RUNX_peak_732	0	.	32	94	39	58	112	90	47	60
chr15	76311273	76311467	RUNX_peak_733	0	.	24	38	18	33	28	33	30	37
chr15	77003260	77003658	RUNX_peak_734	0	.	43	29	45	37	59	37	45	41
chr15	77004079	77004356	RUNX_peak_735	0	.	15	9	21	33	43	25	23	17
chr15	78437878	78438522	RUNX_peak_736	0	.	104	198	114	115	245	186	168	158
chr15	84654160	84654518	RUNX_peak_737	0	.	79	101	51	42	66	63	61	67
chr15	84735013	84735284	RUNX_peak_738	0	.	45	49	31	28	57	63	56	26
chr15	89068215	89068537	RUNX_peak_739	0	.	35	40	29	35	41	44	47	28
chr15	89395853	89396508	RUNX_peak_740	0	.	82	121	45	87	107	109	129	122
chr15	90648277	90648740	RUNX_peak_741	0	.	48	50	55	71	94	86	37	64
chr15	90657420	90658601	RUNX_peak_742	0	.	127	104	116	134	227	168	146	163
chr15	90660607	90661682	RUNX_peak_743	0	.	180	170	152	157	280	240	208	166
chr15	92848775	92849212	RUNX_peak_744	0	.	29	34	38	49	60	37	42	32
chr15	95446990	95447183	RUNX_peak_745	0	.	22	40	17	10	19	36	35	28
chr15	96042801	96043082	RUNX_peak_746	0	.	34	47	42	37	65	63	29	33
chr15	96494500	96495072	RUNX_peak_747	0	.	43	125	77	75	98	69	48	59
chr15	97545859	97546066	RUNX_peak_748	0	.	21	29	14	29	23	17	21	47
chr15	99251235	99251612	RUNX_peak_749	0	.	105	149	132	83	120	93	132	93
chr15	100812908	100813114	RUNX_peak_750	0	.	37	43	26	22	57	62	38	59
chr16	76327	76694	RUNX_peak_751	0	.	41	45	28	55	69	47	33	40
chr16	877434	877689	RUNX_peak_752	0	.	36	29	17	17	29	41	33	29
chr16	1469883	1470106	RUNX_peak_753	0	.	39	30	30	23	42	33	35	44
chr16	3008140	3008333	RUNX_peak_754	0	.	19	33	23	21	41	23	37	33
chr16	3258960	3259555	RUNX_peak_755	0	.	56	83	61	93	110	74	94	72
chr16	3264095	3264422	RUNX_peak_756	0	.	53	60	38	62	57	77	63	47
chr16	4016655	4016942	RUNX_peak_757	0	.	24	50	45	39	56	50	29	42
chr16	4053382	4053753	RUNX_peak_758	0	.	82	93	45	35	105	99	71	81
chr16	11052446	11052624	RUNX_peak_759	0	.	44	68	28	34	42	64	41	27
chr16	11094171	11094651	RUNX_peak_760	0	.	53	78	45	65	145	117	81	74
chr16	11232978	11233507	RUNX_peak_761	0	.	55	52	51	60	99	70	77	57
chr16	11311810	11312003	RUNX_peak_762	0	.	23	24	5	24	42	34	27	30
chr16	11598474	11598702	RUNX_peak_763	0	.	37	65	25	32	51	58	51	42
chr16	11612214	11612623	RUNX_peak_764	0	.	50	53	48	50	82	54	47	49
chr16	11814934	11815160	RUNX_peak_765	0	.	39	54	20	23	71	58	17	42
chr16	15591168	15591210	RUNX_peak_766	0	.	6	5	10	2	8	12	5	5
chr16	17302514	17302713	RUNX_peak_767	0	.	19	12	17	29	35	16	20	16
chr16	17343155	17343780	RUNX_peak_768	0	.	100	113	109	111	195	98	119	98
chr16	17449168	17449388	RUNX_peak_769	0	.	17	12	10	18	40	14	19	31
chr16	17462356	17462561	RUNX_peak_770	0	.	19	22	14	21	23	29	17	28
chr16	19967811	19968050	RUNX_peak_771	0	.	22	26	27	22	23	34	19	31
chr16	20904440	20904936	RUNX_peak_772	0	.	66	53	48	48	101	64	64	58
chr16	21590236	21590903	RUNX_peak_773	0	.	68	67	83	73	110	67	84	71
chr16	21608958	21609293	RUNX_peak_774	0	.	75	88	69	82	79	107	57	97
chr16	21645412	21645596	RUNX_peak_775	0	.	20	28	5	14	33	26	12	36
chr16	21650565	21650811	RUNX_peak_776	0	.	22	44	19	33	52	31	38	35
chr16	23064616	23064875	RUNX_peak_777	0	.	27	32	25	22	66	46	27	49
chr16	23520902	23521095	RUNX_peak_778	0	.	9	5	5	15	6	10	19	12
chr16	23855056	23855263	RUNX_peak_779	0	.	24	32	26	19	46	29	47	31
chr16	28494194	28494644	RUNX_peak_780	0	.	53	66	67	79	127	79	64	67
chr16	29663337	29663881	RUNX_peak_781	0	.	96	118	99	106	123	108	88	139
chr16	29745819	29745978	RUNX_peak_782	0	.	17	10	14	35	27	14	18	21
chr16	29746045	29746215	RUNX_peak_783	0	.	42	59	38	41	63	62	30	45
chr16	30400477	30400825	RUNX_peak_784	0	.	68	97	39	67	93	61	59	66
chr16	30458210	30458301	RUNX_peak_785	0	.	15	15	7	7	16	14	7	8
chr16	30458736	30459387	RUNX_peak_786	0	.	180	255	130	149	302	224	244	182
chr16	30469801	30470060	RUNX_peak_787	0	.	17	21	15	32	34	20	18	16
chr16	30698025	30698410	RUNX_peak_788	0	.	62	82	49	46	94	62	90	73
chr16	48317727	48317974	RUNX_peak_789	0	.	72	48	20	30	33	50	28	47
chr16	50274187	50274433	RUNX_peak_790	0	.	39	34	25	25	30	22	21	35
chr16	50281925	50282238	RUNX_peak_791	0	.	48	84	39	75	82	89	81	95
chr16	50684172	50684388	RUNX_peak_792	0	.	37	35	29	28	50	39	31	34
chr16	50709272	50709505	RUNX_peak_793	0	.	27	46	25	35	36	37	32	35
chr16	54050653	54051146	RUNX_peak_794	0	.	77	108	124	119	181	93	72	159
chr16	54447764	54448018	RUNX_peak_795	0	.	26	8	34	25	30	23	8	22
chr16	54750370	54750578	RUNX_peak_796	0	.	25	58	28	38	68	45	53	23
chr16	56911828	56912207	RUNX_peak_797	0	.	28	45	48	62	61	34	51	63
chr16	56931736	56932032	RUNX_peak_798	0	.	25	31	19	27	37	35	35	56
chr16	56964858	56965016	RUNX_peak_799	0	.	30	30	31	12	29	22	14	14
chr16	57544172	57544625	RUNX_peak_800	0	.	88	128	62	92	163	140	47	102
chr16	58426047	58426284	RUNX_peak_801	0	.	23	33	14	24	33	37	18	41
chr16	59067073	59067654	RUNX_peak_802	0	.	126	151	77	126	162	165	150	165
chr16	59259183	59260148	RUNX_peak_803	0	.	139	143	93	154	243	210	138	146
chr16	65763799	65764072	RUNX_peak_804	0	.	36	48	31	41	72	44	38	48
chr16	66524111	66524417	RUNX_peak_805	0	.	28	43	38	55	62	42	39	45
chr16	66524678	66525314	RUNX_peak_806	0	.	69	94	65	97	157	133	74	103
chr16	66873355	66873593	RUNX_peak_807	0	.	45	54	22	33	65	53	30	38
chr16	68084889	68085275	RUNX_peak_808	0	.	40	39	26	40	51	65	46	63
chr16	68356299	68356839	RUNX_peak_809	0	.	88	123	108	80	128	115	123	98
chr16	68369699	68369982	RUNX_peak_810	0	.	31	91	48	50	60	53	62	53
chr16	68470321	68470658	RUNX_peak_811	0	.	48	64	28	25	82	70	66	60
chr16	68740968	68741251	RUNX_peak_812	0	.	55	60	40	67	112	45	51	52
chr16	68782106	68782407	RUNX_peak_813	0	.	28	34	27	36	65	44	45	43
chr16	68790160	68790663	RUNX_peak_814	0	.	38	51	56	61	59	62	39	60
chr16	70428136	70428408	RUNX_peak_815	0	.	25	35	29	27	38	30	31	41
chr16	70746655	70746909	RUNX_peak_816	0	.	26	14	25	31	35	43	12	29
chr16	71408063	71408255	RUNX_peak_817	0	.	8	9	8	16	33	13	21	27
chr16	75075169	75075730	RUNX_peak_818	0	.	76	91	45	71	143	109	69	101
chr16	75288544	75288954	RUNX_peak_819	0	.	86	96	55	73	112	87	48	44
chr16	77679571	77680343	RUNX_peak_820	0	.	75	111	87	107	178	174	112	90
chr16	77722620	77723498	RUNX_peak_821	0	.	184	256	184	183	238	182	174	233
chr16	79328847	79329324	RUNX_peak_822	0	.	59	51	39	33	115	94	36	71
chr16	81470032	81470566	RUNX_peak_823	0	.	40	49	57	56	97	75	64	65
chr16	81481500	81481826	RUNX_peak_824	0	.	57	99	43	67	73	63	57	58
chr16	81831821	81832074	RUNX_peak_825	0	.	35	37	23	38	45	34	31	36
chr16	84116771	84117028	RUNX_peak_826	0	.	60	89	62	38	112	82	71	72
chr16	84357366	84357571	RUNX_peak_827	0	.	16	55	22	29	42	47	28	35
chr16	85055643	85055858	RUNX_peak_828	0	.	30	34	29	25	53	53	17	19
chr16	85525064	85525321	RUNX_peak_829	0	.	9	44	13	26	21	27	32	21
chr16	85567318	85567597	RUNX_peak_830	0	.	49	46	38	25	50	29	46	26
chr16	85570528	85570992	RUNX_peak_831	0	.	89	76	52	53	96	109	90	63
chr16	85571243	85572069	RUNX_peak_832	0	.	156	152	98	98	192	148	153	173
chr16	85829684	85830015	RUNX_peak_833	0	.	84	112	52	66	89	113	90	78
chr16	85839804	85839990	RUNX_peak_834	0	.	46	57	13	22	38	23	30	45
chr16	85928393	85928764	RUNX_peak_835	0	.	62	49	43	74	84	47	53	77
chr16	85936350	85936479	RUNX_peak_836	0	.	19	10	6	2	12	13	14	12
chr16	85948056	85949213	RUNX_peak_837	0	.	180	193	206	221	296	256	224	185
chr16	85978078	85978949	RUNX_peak_838	0	.	69	128	73	102	165	136	110	62
chr16	85982394	85983002	RUNX_peak_839	0	.	118	236	106	117	184	139	159	168
chr16	85983372	85983768	RUNX_peak_840	0	.	46	27	43	43	72	38	51	49
chr16	87780693	87780993	RUNX_peak_841	0	.	55	60	45	35	48	54	47	63
chr16	87951186	87951493	RUNX_peak_842	0	.	94	167	68	78	164	58	106	84
chr16	88692030	88692412	RUNX_peak_843	0	.	69	86	74	59	95	37	51	56
chr16	88700993	88701195	RUNX_peak_844	0	.	52	44	35	35	53	58	51	44
chr16	88958270	88958619	RUNX_peak_845	0	.	43	66	36	34	76	50	61	50
chr16	88978660	88979314	RUNX_peak_846	0	.	164	184	232	192	281	232	217	202
chr16	89422666	89423158	RUNX_peak_847	0	.	80	99	24	55	117	118	50	22
chr16	90022370	90022873	RUNX_peak_848	0	.	78	102	86	70	130	96	73	100
chr17	1197389	1198390	RUNX_peak_849	0	.	149	238	159	182	374	246	229	225
chr17	1463292	1463467	RUNX_peak_850	0	.	30	57	30	28	69	60	55	29
chr17	1590333	1590418	RUNX_peak_851	0	.	2	2	0	6	4	2	0	5
chr17	2122909	2123844	RUNX_peak_852	0	.	112	97	133	124	182	183	109	131
chr17	2983073	2983132	RUNX_peak_853	0	.	22	32	11	15	17	9	15	27
chr17	3723748	3723890	RUNX_peak_854	0	.	45	50	22	17	39	26	18	25
chr17	3916504	3916636	RUNX_peak_855	0	.	42	79	23	39	47	51	38	57
chr17	4263621	4264274	RUNX_peak_856	0	.	125	149	148	102	169	165	120	186
chr17	4433796	4434137	RUNX_peak_857	0	.	46	79	50	48	72	68	48	36
chr17	4436790	4437337	RUNX_peak_858	0	.	81	100	76	69	132	90	69	94
chr17	4940085	4940887	RUNX_peak_859	0	.	188	236	177	181	303	261	212	244
chr17	4949363	4949665	RUNX_peak_860	0	.	22	28	29	22	47	40	32	27
chr17	6427484	6427718	RUNX_peak_861	0	.	64	86	28	43	82	80	55	45
chr17	6752961	6753116	RUNX_peak_862	0	.	12	11	22	15	20	11	24	16
chr17	7095439	7095722	RUNX_peak_863	0	.	20	20	19	23	31	13	28	14
chr17	7114857	7115642	RUNX_peak_864	0	.	78	111	75	100	165	115	96	97
chr17	7857104	7857883	RUNX_peak_865	0	.	203	187	191	171	234	234	202	206
chr17	8056235	8056527	RUNX_peak_866	0	.	27	79	54	64	67	86	62	57
chr17	8966754	8967061	RUNX_peak_867	0	.	30	53	43	58	67	41	39	38
chr17	10063695	10064021	RUNX_peak_868	0	.	69	85	33	38	80	86	83	82
chr17	10114980	10115360	RUNX_peak_869	0	.	95	92	65	50	118	99	85	82
chr17	10149733	10150487	RUNX_peak_870	0	.	61	74	72	77	109	124	85	84
chr17	10156821	10156964	RUNX_peak_871	0	.	13	5	6	16	15	7	6	21
chr17	14605066	14605510	RUNX_peak_872	0	.	65	139	60	83	100	128	77	102
chr17	14621788	14622168	RUNX_peak_873	0	.	70	152	46	72	157	104	80	88
chr17	15236569	15236888	RUNX_peak_874	0	.	17	30	18	32	48	40	21	28
chr17	16286304	16286530	RUNX_peak_875	0	.	19	31	14	26	40	19	27	31
chr17	16419885	16420314	RUNX_peak_876	0	.	35	40	34	55	59	38	27	33
chr17	18377564	18377743	RUNX_peak_877	0	.	25	46	26	42	54	29	41	35
chr17	27529369	27529659	RUNX_peak_878	0	.	31	50	60	38	50	71	45	64
chr17	27532184	27532488	RUNX_peak_879	0	.	24	14	22	27	39	26	38	30
chr17	27544604	27544897	RUNX_peak_880	0	.	48	60	59	86	91	74	51	74
chr17	29390132	29390395	RUNX_peak_881	0	.	85	88	35	51	65	54	66	73
chr17	30728478	30728947	RUNX_peak_882	0	.	73	89	59	83	110	135	60	101
chr17	31313907	31314664	RUNX_peak_883	0	.	80	123	99	95	203	120	112	153
chr17	32331418	32331564	RUNX_peak_884	0	.	9	20	23	28	61	61	19	32
chr17	34365707	34365927	RUNX_peak_885	0	.	13	17	17	12	16	13	16	27
chr17	35063566	35063765	RUNX_peak_886	0	.	16	26	19	23	42	37	31	24
chr17	35341552	35341839	RUNX_peak_887	0	.	42	25	23	42	53	25	28	23
chr17	35487124	35487510	RUNX_peak_888	0	.	44	38	44	37	46	62	47	55
chr17	35898331	35898506	RUNX_peak_889	0	.	18	16	15	24	33	34	21	29
chr17	36089942	36090317	RUNX_peak_890	0	.	49	82	31	45	63	64	55	53
chr17	36192007	36192788	RUNX_peak_891	0	.	206	146	153	141	278	211	169	235
chr17	36196504	36197328	RUNX_peak_892	0	.	342	285	180	219	421	273	282	270
chr17	38591796	38592133	RUNX_peak_893	0	.	55	38	44	36	76	71	49	61
chr17	38898872	38899164	RUNX_peak_894	0	.	32	38	60	45	61	70	49	61
chr17	38901030	38901270	RUNX_peak_895	0	.	47	45	24	46	101	75	50	36
chr17	39451086	39451610	RUNX_peak_896	0	.	75	71	61	67	82	62	60	83
chr17	39461102	39461697	RUNX_peak_897	0	.	144	218	134	143	249	207	160	179
chr17	40322267	40323139	RUNX_peak_898	0	.	172	186	136	130	228	207	208	197
chr17	42456737	42457550	RUNX_peak_899	0	.	88	125	94	95	160	89	105	132
chr17	42561907	42562328	RUNX_peak_900	0	.	51	80	68	52	70	111	93	71
chr17	43768496	43768753	RUNX_peak_901	0	.	34	49	29	22	66	40	21	26
chr17	43773336	43773356	RUNX_peak_902	0	.	2	5	2	0	3	6	3	3
chr17	44348296	44348589	RUNX_peak_903	0	.	44	37	24	28	79	42	35	49
chr17	45226031	45226534	RUNX_peak_904	0	.	96	148	79	94	136	101	94	123
chr17	45229063	45229495	RUNX_peak_905	0	.	58	75	24	56	73	77	55	53
chr17	45329674	45329745	RUNX_peak_906	0	.	5	14	7	18	22	19	15	20
chr17	45428736	45429039	RUNX_peak_907	0	.	23	16	20	31	18	21	25	23
chr17	47257970	47258214	RUNX_peak_908	0	.	40	24	14	19	46	40	16	29
chr17	49739826	49740029	RUNX_peak_909	0	.	23	44	22	27	46	40	52	40
chr17	49741934	49742286	RUNX_peak_910	0	.	22	35	16	40	33	31	41	31
chr17	49851116	49851450	RUNX_peak_911	0	.	47	45	61	31	64	53	43	29
chr17	50221796	50222180	RUNX_peak_912	0	.	37	53	41	39	70	55	42	49
chr17	50707825	50707885	RUNX_peak_913	0	.	11	9	1	2	11	8	2	7
chr17	54968473	54969032	RUNX_peak_914	0	.	114	152	69	68	105	104	131	112
chr17	56787036	56787527	RUNX_peak_915	0	.	102	146	59	82	153	118	111	82
chr17	56985639	56986143	RUNX_peak_916	0	.	68	49	60	38	55	51	35	49
chr17	57084844	57085132	RUNX_peak_917	0	.	62	72	38	29	75	46	47	45
chr17	57338735	57338931	RUNX_peak_918	0	.	30	64	9	19	63	50	28	61
chr17	58281679	58282074	RUNX_peak_919	0	.	48	49	85	60	117	80	60	65
chr17	58284780	58285307	RUNX_peak_920	0	.	94	117	192	181	245	194	150	132
chr17	58328086	58329996	RUNX_peak_921	0	.	547	466	335	442	745	545	571	557
chr17	58332142	58332754	RUNX_peak_922	0	.	112	120	86	109	163	116	102	136
chr17	58333187	58333338	RUNX_peak_923	0	.	46	27	33	30	43	40	29	24
chr17	58337930	58338328	RUNX_peak_924	0	.	53	56	57	57	102	80	70	103
chr17	59786772	59786868	RUNX_peak_925	0	.	11	11	17	15	16	20	12	12
chr17	59805045	59805190	RUNX_peak_926	0	.	14	19	7	15	37	22	16	17
chr17	59843424	59843853	RUNX_peak_927	0	.	36	41	21	24	52	25	51	52
chr17	60398474	60398772	RUNX_peak_928	0	.	18	28	25	24	59	45	31	24
chr17	62652211	62652792	RUNX_peak_929	0	.	125	153	120	118	178	190	100	108
chr17	63646497	63646694	RUNX_peak_930	0	.	18	27	20	22	35	38	29	22
chr17	64326567	64327216	RUNX_peak_931	0	.	66	99	65	74	163	128	111	87
chr17	64332102	64332436	RUNX_peak_932	0	.	31	46	33	17	47	39	44	27
chr17	64442327	64442606	RUNX_peak_933	0	.	21	43	30	28	47	25	18	25
chr17	64449096	64449457	RUNX_peak_934	0	.	40	65	49	45	56	40	23	44
chr17	67481855	67482262	RUNX_peak_935	0	.	38	47	36	41	69	45	43	37
chr17	67717786	67718089	RUNX_peak_936	0	.	50	47	35	36	52	39	58	45
chr17	73097076	73097639	RUNX_peak_937	0	.	76	95	66	74	164	113	87	99
chr17	74463511	74463723	RUNX_peak_938	0	.	22	31	37	32	53	39	26	19
chr17	74682329	74682719	RUNX_peak_939	0	.	26	22	13	30	56	45	24	17
chr17	74688779	74689425	RUNX_peak_940	0	.	53	113	92	88	163	104	70	98
chr17	75338679	75338859	RUNX_peak_941	0	.	25	15	18	14	28	29	13	13
chr17	76557461	76558072	RUNX_peak_942	0	.	114	116	95	103	131	132	127	123
chr17	77420822	77421164	RUNX_peak_943	0	.	22	37	29	25	44	36	25	31
chr17	77445189	77445616	RUNX_peak_944	0	.	43	28	41	58	64	54	54	48
chr17	77667022	77667230	RUNX_peak_945	0	.	21	33	16	13	20	21	22	36
chr17	78592467	78592709	RUNX_peak_946	0	.	50	65	42	47	75	64	51	45
chr17	80454561	80454988	RUNX_peak_947	0	.	75	98	75	46	120	78	82	78
chr17	80737493	80737765	RUNX_peak_948	0	.	49	23	29	23	47	37	31	36
chr17	81326432	81327315	RUNX_peak_949	0	.	208	166	128	208	230	216	194	144
chr17	81561024	81561234	RUNX_peak_950	0	.	20	9	12	20	24	28	30	34
chr17	81837634	81838318	RUNX_peak_951	0	.	67	78	58	85	106	130	105	99
chr17	81867020	81867448	RUNX_peak_952	0	.	41	43	34	32	56	34	56	54
chr17	81919163	81919313	RUNX_peak_953	0	.	26	17	19	26	31	14	27	23
chr17	82216591	82217111	RUNX_peak_954	0	.	33	35	30	62	58	62	78	68
chr17	82400620	82401117	RUNX_peak_955	0	.	50	58	39	44	115	74	64	70
chr17	82623736	82624080	RUNX_peak_956	0	.	57	123	74	53	111	92	49	71
chr17	83125777	83126175	RUNX_peak_957	0	.	27	40	22	41	36	20	52	44
chr17	83200056	83200134	RUNX_peak_958	0	.	23	18	4	6	14	16	18	14
chr18	813199	813380	RUNX_peak_959	0	.	19	27	21	29	21	16	25	16
chr18	12839220	12839851	RUNX_peak_960	0	.	71	52	71	57	92	54	67	87
chr18	13611995	13612495	RUNX_peak_961	0	.	48	48	22	37	45	32	51	72
chr18	26710351	26711032	RUNX_peak_962	0	.	96	135	102	104	225	171	77	108
chr18	32085318	32085627	RUNX_peak_963	0	.	61	41	35	37	54	37	46	62
chr18	35153837	35154135	RUNX_peak_964	0	.	46	42	42	37	70	72	45	30
chr18	35810005	35810223	RUNX_peak_965	0	.	24	48	18	17	43	34	22	38
chr18	44733501	44733862	RUNX_peak_966	0	.	33	68	43	52	90	103	68	45
chr18	45106285	45106675	RUNX_peak_967	0	.	31	44	22	29	56	68	42	71
chr18	45670543	45670757	RUNX_peak_968	0	.	46	34	30	38	50	41	34	29
chr18	49487170	49487471	RUNX_peak_969	0	.	35	36	33	32	77	37	50	24
chr18	51211293	51211332	RUNX_peak_970	0	.	1	4	4	1	4	3	4	5
chr18	51211529	51211871	RUNX_peak_971	0	.	45	41	46	50	95	72	48	41
chr18	57073856	57073934	RUNX_peak_972	0	.	11	13	1	3	8	16	3	0
chr18	58887449	58887905	RUNX_peak_973	0	.	48	123	59	84	104	76	83	79
chr18	59921442	59921800	RUNX_peak_974	0	.	47	62	51	31	69	81	48	76
chr18	62187134	62187488	RUNX_peak_975	0	.	76	56	49	56	97	68	56	58
chr18	62452167	62452579	RUNX_peak_976	0	.	41	37	62	66	90	74	38	53
chr18	63098026	63100577	RUNX_peak_977	0	.	413	507	381	489	691	562	429	506
chr18	63112138	63112501	RUNX_peak_978	0	.	51	29	30	32	58	37	25	57
chr18	66066170	66066664	RUNX_peak_979	0	.	31	20	57	42	26	37	36	26
chr18	76467631	76468057	RUNX_peak_980	0	.	24	42	55	54	65	79	56	46
chr18	76499595	76499829	RUNX_peak_981	0	.	31	22	9	20	39	25	18	23
chr18	77054864	77055603	RUNX_peak_982	0	.	132	132	119	114	139	119	123	111
chr18	77065181	77065637	RUNX_peak_983	0	.	66	86	60	91	119	81	64	89
chr18	77080680	77081429	RUNX_peak_984	0	.	91	68	55	68	82	73	65	72
chr18	79625137	79625560	RUNX_peak_985	0	.	67	70	41	58	68	73	69	70
chr19	566760	567021	RUNX_peak_986	0	.	27	28	12	26	33	17	30	38
chr19	681298	681625	RUNX_peak_987	0	.	31	26	33	27	49	44	34	36
chr19	695279	695930	RUNX_peak_988	0	.	97	133	128	134	176	156	106	101
chr19	812300	812572	RUNX_peak_989	0	.	19	25	19	23	31	28	46	49
chr19	822624	822706	RUNX_peak_990	0	.	6	13	15	4	6	8	7	14
