Chr	start	stop	V4	V5	V6	M24C1_MYC	M24C2_MYC	M24D1_MYC	M24D2_MYC	M24G1_MYC	M24G2_MYC	M24Q1_MYC	M24Q2_MYC
chr17	28902235	28903350	MYC_peak_5996	0	.	128	109	139	185	150	186	127	204
chr17	28949283	28949839	MYC_peak_5997	0	.	48	32	97	88	76	121	89	105
chr17	29111776	29112262	MYC_peak_5998	0	.	18	23	51	43	28	57	35	37
chr17	29138842	29139528	MYC_peak_5999	0	.	38	47	76	66	73	79	43	94
chr17	29140093	29141196	MYC_peak_6000	0	.	72	80	136	137	108	155	99	119
chr17	29195685	29195918	MYC_peak_6001	0	.	19	20	13	33	27	29	17	12
chr17	29292286	29294711	MYC_peak_6002	0	.	280	170	350	293	322	339	295	457
chr17	29389847	29390725	MYC_peak_6003	0	.	127	105	152	133	163	163	138	176
chr17	29566452	29568836	MYC_peak_6004	0	.	277	160	307	279	292	347	332	349
chr17	29589410	29590261	MYC_peak_6005	0	.	93	67	109	112	87	143	121	142
chr17	29590330	29592012	MYC_peak_6006	0	.	210	119	232	182	288	288	192	281
chr17	29593261	29594279	MYC_peak_6007	0	.	31	25	113	91	50	58	55	69
chr17	29617168	29618435	MYC_peak_6008	0	.	98	118	238	240	216	322	145	268
chr17	29681819	29682658	MYC_peak_6009	0	.	68	52	87	88	70	102	88	139
chr17	29706350	29707192	MYC_peak_6010	0	.	70	72	142	93	124	158	94	118
chr17	29760565	29761614	MYC_peak_6011	0	.	126	99	159	198	178	201	101	204
chr17	29929419	29930925	MYC_peak_6012	0	.	156	115	212	164	196	288	174	241
chr17	30104968	30105124	MYC_peak_6013	0	.	19	7	15	23	15	27	17	25
chr17	30116735	30117563	MYC_peak_6014	0	.	78	49	142	92	111	110	93	134
chr17	30290946	30292260	MYC_peak_6015	0	.	166	98	267	190	245	243	143	210
chr17	30378936	30379455	MYC_peak_6016	0	.	38	30	35	38	26	44	49	53
chr17	30600044	30601023	MYC_peak_6017	0	.	100	61	124	140	132	127	95	164
chr17	30708081	30710201	MYC_peak_6018	0	.	196	155	246	215	168	208	235	252
chr17	30728642	30729124	MYC_peak_6019	0	.	46	43	93	78	96	89	71	90
chr17	30731712	30732016	MYC_peak_6020	0	.	19	18	30	44	37	22	29	39
chr17	30824009	30825284	MYC_peak_6021	0	.	220	203	323	217	287	332	229	331
chr17	30831964	30832506	MYC_peak_6022	0	.	49	33	73	82	57	67	32	90
chr17	30906293	30906572	MYC_peak_6023	0	.	25	26	28	41	50	55	32	52
chr17	30959737	30960647	MYC_peak_6024	0	.	106	82	156	152	125	216	94	182
chr17	30970928	30972373	MYC_peak_6025	0	.	312	231	460	468	415	512	366	599
chr17	31051935	31052642	MYC_peak_6026	0	.	65	73	70	102	94	175	66	96
chr17	31094623	31094968	MYC_peak_6027	0	.	26	18	27	30	34	57	43	38
chr17	31321201	31321951	MYC_peak_6028	0	.	54	54	68	61	58	108	89	119
chr17	31371553	31372237	MYC_peak_6029	0	.	88	80	114	103	144	167	59	107
chr17	31548863	31550047	MYC_peak_6030	0	.	129	152	212	170	154	261	197	253
chr17	31558795	31559910	MYC_peak_6031	0	.	164	87	160	114	150	204	144	202
chr17	31559930	31560182	MYC_peak_6032	0	.	21	7	21	16	9	25	26	32
chr17	31596461	31597104	MYC_peak_6033	0	.	53	36	67	103	94	102	73	89
chr17	31858439	31858494	MYC_peak_6034	0	.	2	3	3	7	5	3	9	11
chr17	31858669	31859472	MYC_peak_6035	0	.	87	69	106	127	147	110	133	210
chr17	31900709	31902406	MYC_peak_6036	0	.	149	128	204	200	242	265	208	296
chr17	32007134	32007717	MYC_peak_6037	0	.	52	41	66	60	98	61	75	73
chr17	32127521	32127871	MYC_peak_6038	0	.	35	45	65	42	37	87	70	63
chr17	32141620	32142757	MYC_peak_6039	0	.	97	95	124	123	143	163	146	140
chr17	32341184	32342814	MYC_peak_6040	0	.	198	143	247	247	251	323	164	312
chr17	32349803	32350940	MYC_peak_6041	0	.	125	114	165	185	226	321	214	274
chr17	32444345	32445158	MYC_peak_6042	0	.	67	55	82	87	92	109	100	119
chr17	32486099	32487038	MYC_peak_6043	0	.	112	100	197	159	195	144	120	162
chr17	34398875	34399173	MYC_peak_6044	0	.	31	30	20	6	33	51	14	16
chr17	34865306	34866152	MYC_peak_6045	0	.	57	59	112	154	93	129	69	139
chr17	34960994	34961753	MYC_peak_6046	0	.	110	77	109	114	134	181	81	171
chr17	34979711	34981672	MYC_peak_6047	0	.	424	355	738	579	519	728	542	741
chr17	34991366	34991618	MYC_peak_6048	0	.	26	9	17	13	2	14	11	17
chr17	35088972	35089711	MYC_peak_6049	0	.	59	43	69	66	78	161	53	94
chr17	35094759	35095006	MYC_peak_6050	0	.	6	7	6	7	31	40	2	8
chr17	35119248	35120035	MYC_peak_6051	0	.	132	111	164	148	180	235	156	196
chr17	35141349	35142576	MYC_peak_6052	0	.	408	247	533	432	498	691	445	524
chr17	35252706	35253189	MYC_peak_6053	0	.	44	30	25	28	58	85	43	47
chr17	35368235	35368724	MYC_peak_6054	0	.	62	50	62	63	59	79	52	54
chr17	35372505	35374823	MYC_peak_6055	0	.	235	212	290	319	296	310	270	330
chr17	35448156	35449640	MYC_peak_6056	0	.	111	82	232	203	155	222	168	255
chr17	35567658	35568168	MYC_peak_6057	0	.	42	25	46	51	40	62	35	83
chr17	35577933	35578816	MYC_peak_6058	0	.	115	113	145	134	126	161	106	150
chr17	35587367	35587889	MYC_peak_6059	0	.	38	53	67	82	90	82	61	63
chr17	35764407	35764605	MYC_peak_6060	0	.	16	19	8	16	20	20	11	29
chr17	35809056	35810528	MYC_peak_6061	0	.	218	189	293	270	254	315	289	412
chr17	35880044	35880480	MYC_peak_6062	0	.	30	43	67	57	64	80	80	94
chr17	35896075	35896608	MYC_peak_6063	0	.	38	45	60	55	59	83	75	64
chr17	35898251	35898625	MYC_peak_6064	0	.	20	11	29	23	35	46	15	35
chr17	35930565	35930776	MYC_peak_6065	0	.	11	11	17	14	18	24	27	23
chr17	36191980	36192898	MYC_peak_6066	0	.	95	86	136	166	155	168	112	164
chr17	36196489	36197526	MYC_peak_6067	0	.	220	200	246	200	282	372	226	404
chr17	36202524	36203304	MYC_peak_6068	0	.	87	85	48	79	127	156	97	114
chr17	36482683	36483320	MYC_peak_6069	0	.	74	67	178	115	110	204	94	144
chr17	36486382	36487005	MYC_peak_6070	0	.	60	57	59	42	63	106	61	107
chr17	36534234	36536277	MYC_peak_6071	0	.	794	686	1270	989	1011	1443	1084	1347
chr17	36544537	36546081	MYC_peak_6072	0	.	212	219	250	233	249	306	269	314
chr17	36591935	36592136	MYC_peak_6073	0	.	5	5	9	9	8	11	4	11
chr17	36601168	36602924	MYC_peak_6074	0	.	405	269	635	493	428	656	539	682
chr17	36948253	36949596	MYC_peak_6075	0	.	286	248	350	334	389	389	309	462
chr17	37358113	37359666	MYC_peak_6076	0	.	307	223	460	321	392	457	419	485
chr17	37368546	37368842	MYC_peak_6077	0	.	39	25	40	40	53	33	29	36
chr17	37405888	37407792	MYC_peak_6078	0	.	388	295	591	487	483	610	453	628
chr17	37488764	37490386	MYC_peak_6079	0	.	156	126	199	212	201	221	202	280
chr17	37490592	37491537	MYC_peak_6080	0	.	87	98	146	183	184	208	161	146
chr17	37609078	37609660	MYC_peak_6081	0	.	49	61	90	88	89	110	64	112
chr17	37643102	37643423	MYC_peak_6082	0	.	29	18	43	36	55	62	35	42
chr17	37826432	37826868	MYC_peak_6083	0	.	43	37	36	41	33	55	35	70
chr17	38296712	38297203	MYC_peak_6084	0	.	36	59	68	76	66	75	43	88
chr17	38351461	38352120	MYC_peak_6085	0	.	75	69	150	102	104	158	95	158
chr17	38415468	38416057	MYC_peak_6086	0	.	21	31	67	48	45	110	87	74
chr17	38591338	38592354	MYC_peak_6087	0	.	49	54	92	93	62	140	106	142
chr17	38674665	38676475	MYC_peak_6088	0	.	261	200	410	423	380	475	326	479
chr17	38676583	38677189	MYC_peak_6089	0	.	35	26	48	58	59	96	28	78
chr17	38701778	38703188	MYC_peak_6090	0	.	140	115	225	196	189	329	192	353
chr17	38703591	38705927	MYC_peak_6091	0	.	319	197	404	311	365	501	397	518
chr17	38729955	38730881	MYC_peak_6092	0	.	112	105	217	160	107	185	149	184
chr17	38751575	38752937	MYC_peak_6093	0	.	205	196	277	252	270	400	228	375
chr17	38798723	38800265	MYC_peak_6094	0	.	239	189	354	362	274	400	316	456
chr17	38825091	38825634	MYC_peak_6095	0	.	86	46	103	82	65	78	69	80
chr17	38852570	38854117	MYC_peak_6096	0	.	446	289	559	498	469	604	443	609
chr17	38869410	38870686	MYC_peak_6097	0	.	126	105	181	157	199	201	158	205
chr17	38898697	38899458	MYC_peak_6098	0	.	62	55	73	66	74	171	71	78
chr17	39167595	39167858	MYC_peak_6099	0	.	11	15	29	32	26	38	18	34
chr17	39175334	39175928	MYC_peak_6100	0	.	40	23	48	44	59	52	52	42
chr17	39199339	39202275	MYC_peak_6101	0	.	431	336	582	466	571	642	496	731
chr17	39335199	39336200	MYC_peak_6102	0	.	94	59	140	131	117	137	119	149
chr17	39363495	39363952	MYC_peak_6103	0	.	24	20	34	62	37	40	43	55
chr17	39401328	39402631	MYC_peak_6104	0	.	93	89	169	103	126	184	176	213
chr17	39450959	39451777	MYC_peak_6105	0	.	82	59	91	96	67	124	96	107
chr17	39461208	39462175	MYC_peak_6106	0	.	97	89	140	146	141	187	116	218
chr17	39617132	39617158	MYC_peak_6107	0	.	7	4	7	7	6	9	1	7
chr17	39617443	39618838	MYC_peak_6108	0	.	445	309	527	442	503	561	484	719
chr17	39668314	39668610	MYC_peak_6109	0	.	16	17	65	39	45	45	36	35
chr17	39730291	39730569	MYC_peak_6110	0	.	26	17	20	13	25	35	36	27
chr17	39753789	39754990	MYC_peak_6111	0	.	234	168	328	270	247	367	216	329
chr17	39980735	39981400	MYC_peak_6112	0	.	68	65	88	86	81	144	92	122
chr17	40054174	40054685	MYC_peak_6113	0	.	31	17	51	64	42	67	33	37
chr17	40062818	40064530	MYC_peak_6114	0	.	155	82	281	323	213	225	192	242
chr17	40068573	40069921	MYC_peak_6115	0	.	83	71	173	159	163	206	143	214
chr17	40097868	40101127	MYC_peak_6116	0	.	1045	761	1345	1276	1379	1626	1123	1607
chr17	40107778	40108682	MYC_peak_6117	0	.	99	110	185	163	144	169	105	227
chr17	40111073	40111898	MYC_peak_6118	0	.	44	54	129	107	116	135	103	129
chr17	40113030	40114102	MYC_peak_6119	0	.	283	197	344	342	366	390	344	523
chr17	40121376	40123714	MYC_peak_6120	0	.	187	170	335	283	254	299	240	307
chr17	40139939	40141015	MYC_peak_6121	0	.	168	120	244	228	203	309	205	314
chr17	40287790	40288377	MYC_peak_6122	0	.	61	44	83	96	90	80	56	84
chr17	40318116	40319327	MYC_peak_6123	0	.	124	98	230	188	174	201	155	280
chr17	40322229	40323043	MYC_peak_6124	0	.	111	68	137	107	124	181	112	124
chr17	40327999	40328296	MYC_peak_6125	0	.	13	14	28	37	25	29	25	33
chr17	40362741	40363593	MYC_peak_6126	0	.	75	79	89	114	95	116	108	156
chr17	40417503	40418197	MYC_peak_6127	0	.	40	28	80	118	70	131	75	91
chr17	40443380	40443894	MYC_peak_6128	0	.	64	52	54	43	51	66	59	55
chr17	40480306	40480776	MYC_peak_6129	0	.	33	57	25	3	51	73	33	30
chr17	40647813	40648275	MYC_peak_6130	0	.	69	50	88	93	69	110	55	103
chr17	41665626	41666336	MYC_peak_6131	0	.	43	57	134	104	76	117	68	110
chr17	41666903	41667093	MYC_peak_6132	0	.	10	14	15	10	19	28	16	20
chr17	41688989	41690170	MYC_peak_6133	0	.	175	133	274	205	235	202	182	254
chr17	41737952	41738418	MYC_peak_6134	0	.	32	45	54	46	70	96	58	118
chr17	41811693	41812068	MYC_peak_6135	0	.	24	24	27	46	48	53	30	43
chr17	41864540	41864992	MYC_peak_6136	0	.	29	17	38	41	31	48	42	64
chr17	41865146	41865640	MYC_peak_6137	0	.	45	28	58	50	55	102	48	92
chr17	41918077	41919759	MYC_peak_6138	0	.	215	204	380	398	238	424	298	415
chr17	41930126	41930662	MYC_peak_6139	0	.	51	45	88	85	80	49	78	118
chr17	41966391	41967063	MYC_peak_6140	0	.	80	75	80	125	93	91	89	118
chr17	42016715	42018161	MYC_peak_6141	0	.	180	154	258	284	245	337	245	279
chr17	42024427	42024890	MYC_peak_6142	0	.	34	33	61	61	58	73	40	62
chr17	42063534	42064108	MYC_peak_6143	0	.	40	43	52	38	49	89	54	112
chr17	42120188	42121847	MYC_peak_6144	0	.	263	148	320	283	342	484	263	453
chr17	42154955	42155161	MYC_peak_6145	0	.	28	12	24	22	45	42	34	40
chr17	42168246	42168355	MYC_peak_6146	0	.	5	2	5	15	2	6	7	0
chr17	42180819	42181729	MYC_peak_6147	0	.	124	82	156	143	154	227	135	249
chr17	42183726	42184589	MYC_peak_6148	0	.	115	85	128	157	128	145	102	160
chr17	42188873	42189215	MYC_peak_6149	0	.	34	34	61	53	39	64	44	66
chr17	42193943	42194583	MYC_peak_6150	0	.	97	78	89	89	91	144	85	85
chr17	42275523	42277380	MYC_peak_6151	0	.	322	203	318	328	291	313	273	386
chr17	42287261	42289156	MYC_peak_6152	0	.	159	141	210	199	211	297	225	290
chr17	42311464	42311684	MYC_peak_6153	0	.	16	20	26	30	38	26	24	28
chr17	42342505	42342992	MYC_peak_6154	0	.	34	26	15	32	33	46	30	55
chr17	42387860	42388149	MYC_peak_6155	0	.	14	13	38	27	22	41	39	40
chr17	42388647	42389497	MYC_peak_6156	0	.	125	99	213	172	149	214	120	231
chr17	42458425	42459231	MYC_peak_6157	0	.	81	73	86	122	90	101	92	138
chr17	42531865	42532314	MYC_peak_6158	0	.	39	38	45	44	50	69	29	60
chr17	42532588	42532649	MYC_peak_6159	0	.	6	6	9	3	4	12	6	9
chr17	42535367	42537143	MYC_peak_6160	0	.	555	371	730	555	580	715	555	813
chr17	42554262	42555096	MYC_peak_6161	0	.	64	61	122	77	76	102	79	146
chr17	42561885	42563412	MYC_peak_6162	0	.	128	81	203	144	156	229	212	249
chr17	42566560	42567970	MYC_peak_6163	0	.	222	101	191	262	206	234	193	249
chr17	42577635	42578569	MYC_peak_6164	0	.	93	93	134	143	110	160	109	159
chr17	42608974	42610150	MYC_peak_6165	0	.	95	87	168	159	142	108	126	143
chr17	42678067	42678780	MYC_peak_6166	0	.	46	70	74	93	77	90	74	135
chr17	42679040	42679105	MYC_peak_6167	0	.	16	5	9	15	19	25	6	15
chr17	42679622	42680660	MYC_peak_6168	0	.	114	102	142	118	160	106	93	121
chr17	42744797	42745366	MYC_peak_6169	0	.	37	48	46	60	48	75	33	81
chr17	42773315	42773857	MYC_peak_6170	0	.	41	23	37	69	67	53	54	80
chr17	42798423	42798772	MYC_peak_6171	0	.	52	56	70	53	68	79	65	66
chr17	42823904	42824355	MYC_peak_6172	0	.	14	31	49	38	57	41	29	55
chr17	42832270	42834561	MYC_peak_6173	0	.	639	583	1012	865	831	1012	863	1086
chr17	42963822	42965018	MYC_peak_6174	0	.	192	181	254	201	197	321	198	249
chr17	42980148	42980949	MYC_peak_6175	0	.	73	58	116	108	75	96	87	75
chr17	42998069	42999488	MYC_peak_6176	0	.	244	283	433	400	385	425	354	466
chr17	43021717	43022311	MYC_peak_6177	0	.	40	39	83	54	59	58	38	72
chr17	43024581	43024894	MYC_peak_6178	0	.	7	17	21	27	45	37	28	23
chr17	43124831	43125316	MYC_peak_6179	0	.	26	18	43	31	39	34	20	37
chr17	43169285	43170335	MYC_peak_6180	0	.	73	73	78	118	143	135	95	133
chr17	43170488	43171055	MYC_peak_6181	0	.	47	55	69	74	47	79	37	59
chr17	43211830	43212007	MYC_peak_6182	0	.	19	17	28	14	24	22	10	37
chr17	43360315	43360865	MYC_peak_6183	0	.	26	33	26	67	64	45	44	72
chr17	43361251	43361563	MYC_peak_6184	0	.	56	51	38	52	64	42	49	58
chr17	43367990	43369707	MYC_peak_6185	0	.	226	229	376	287	312	390	275	331
chr17	43387221	43388919	MYC_peak_6186	0	.	136	121	165	144	157	188	143	216
chr17	43545263	43546998	MYC_peak_6187	0	.	176	128	281	293	261	271	174	247
chr17	43574380	43574767	MYC_peak_6188	0	.	22	18	43	33	31	58	28	73
chr17	43768276	43769059	MYC_peak_6189	0	.	79	82	136	128	130	140	86	109
chr17	43773126	43774572	MYC_peak_6190	0	.	127	80	164	153	179	214	182	212
chr17	43778231	43779816	MYC_peak_6191	0	.	131	121	149	114	89	250	152	229
chr17	43832565	43832868	MYC_peak_6192	0	.	22	25	29	18	49	29	23	43
chr17	44006453	44006751	MYC_peak_6193	0	.	20	15	20	4	37	45	13	28
chr17	44065729	44066917	MYC_peak_6194	0	.	127	67	138	144	183	162	136	122
chr17	44070019	44071785	MYC_peak_6195	0	.	515	478	737	689	751	1040	626	1009
chr17	44095844	44096191	MYC_peak_6196	0	.	33	9	29	19	34	45	35	51
chr17	44111112	44111437	MYC_peak_6197	0	.	38	36	53	39	58	58	48	53
chr17	44123741	44124149	MYC_peak_6198	0	.	50	38	34	63	38	90	66	90
chr17	44186451	44186722	MYC_peak_6199	0	.	39	15	23	39	22	35	22	43
chr17	44199706	44200887	MYC_peak_6200	0	.	206	181	325	237	207	358	187	402
chr17	44210276	44211158	MYC_peak_6201	0	.	61	74	233	184	120	167	114	121
chr17	44216294	44218909	MYC_peak_6202	0	.	291	229	461	352	407	471	323	447
chr17	44219855	44221370	MYC_peak_6203	0	.	137	80	196	166	118	166	155	261
chr17	44324036	44326388	MYC_peak_6204	0	.	305	262	370	379	377	504	316	433
chr17	44326780	44327326	MYC_peak_6205	0	.	113	70	80	121	122	131	85	206
chr17	44345427	44345752	MYC_peak_6206	0	.	15	20	8	11	27	28	20	45
chr17	44347831	44349188	MYC_peak_6207	0	.	271	224	327	387	370	446	256	402
chr17	44503346	44503884	MYC_peak_6208	0	.	100	59	120	72	73	125	77	119
chr17	44557283	44557658	MYC_peak_6209	0	.	38	42	21	42	70	58	33	48
chr17	44689691	44690286	MYC_peak_6210	0	.	48	51	98	66	60	94	48	78
chr17	44775312	44775679	MYC_peak_6211	0	.	23	6	25	17	30	31	30	43
chr17	44898906	44899721	MYC_peak_6212	0	.	113	118	191	166	141	217	139	167
chr17	44947099	44948110	MYC_peak_6213	0	.	117	95	207	194	176	184	157	204
chr17	45050859	45051641	MYC_peak_6214	0	.	83	84	112	95	122	127	76	136
chr17	45060203	45061593	MYC_peak_6215	0	.	234	180	383	230	407	451	321	425
chr17	45147099	45148198	MYC_peak_6216	0	.	111	77	187	131	159	171	179	190
chr17	45149259	45149679	MYC_peak_6217	0	.	33	21	30	32	44	66	22	41
chr17	45160697	45161579	MYC_peak_6218	0	.	124	114	209	149	144	211	164	252
chr17	45221532	45221897	MYC_peak_6219	0	.	38	23	37	49	37	41	32	41
chr17	45224070	45224078	MYC_peak_6220	0	.	2	0	0	0	0	3	0	4
chr17	45224508	45224598	MYC_peak_6221	0	.	5	1	4	3	16	18	11	11
chr17	45225104	45227456	MYC_peak_6222	0	.	272	220	384	349	418	566	299	494
chr17	45228883	45229356	MYC_peak_6223	0	.	41	32	61	41	55	82	28	44
chr17	45291074	45291606	MYC_peak_6224	0	.	34	32	33	53	48	72	43	61
chr17	45316615	45317891	MYC_peak_6225	0	.	177	156	195	257	202	230	176	236
chr17	45410588	45410806	MYC_peak_6226	0	.	7	12	18	21	17	20	12	22
chr17	45411620	45411867	MYC_peak_6227	0	.	9	13	18	22	44	39	27	24
chr17	45411918	45412132	MYC_peak_6228	0	.	10	9	14	15	13	10	10	7
chr17	45428560	45428699	MYC_peak_6229	0	.	3	4	12	7	5	10	14	9
chr17	45893947	45894390	MYC_peak_6230	0	.	65	56	37	38	30	63	61	74
chr17	46191548	46192165	MYC_peak_6231	0	.	48	50	91	77	75	105	71	83
chr17	46192286	46194505	MYC_peak_6232	0	.	305	188	412	382	320	466	331	582
chr17	46265804	46267995	MYC_peak_6233	0	.	304	198	389	334	313	436	298	427
chr17	46922649	46923430	MYC_peak_6234	0	.	102	60	104	111	89	146	108	89
chr17	47099141	47100267	MYC_peak_6235	0	.	92	47	143	89	92	126	118	149
chr17	47188944	47189763	MYC_peak_6236	0	.	61	46	118	79	85	126	51	139
chr17	47323426	47324912	MYC_peak_6237	0	.	141	111	227	220	202	276	169	278
chr17	47492443	47492984	MYC_peak_6238	0	.	62	55	67	126	91	102	49	106
chr17	47644056	47644949	MYC_peak_6239	0	.	26	48	107	106	93	83	87	76
chr17	47648524	47651520	MYC_peak_6240	0	.	485	490	806	735	732	992	563	1021
chr17	47693414	47693623	MYC_peak_6241	0	.	26	7	16	17	29	24	22	12
chr17	47693657	47695644	MYC_peak_6242	0	.	210	224	351	287	255	385	263	391
chr17	47831261	47831604	MYC_peak_6243	0	.	37	25	36	40	45	61	32	62
chr17	47940571	47942569	MYC_peak_6244	0	.	286	255	373	312	373	428	337	443
chr17	47970599	47972225	MYC_peak_6245	0	.	169	141	281	260	200	334	239	315
chr17	48023371	48024635	MYC_peak_6246	0	.	117	66	179	146	159	151	143	131
chr17	48024916	48025734	MYC_peak_6247	0	.	69	44	75	64	77	105	76	91
chr17	48047064	48049425	MYC_peak_6248	0	.	463	332	697	529	591	699	522	865
chr17	48101137	48101576	MYC_peak_6249	0	.	50	27	84	43	85	62	44	88
chr17	48107588	48107840	MYC_peak_6250	0	.	21	9	40	28	34	40	32	48
chr17	48892041	48893678	MYC_peak_6251	0	.	169	147	276	219	252	370	223	268
chr17	48908046	48909038	MYC_peak_6252	0	.	96	60	139	79	95	128	120	121
chr17	48944590	48945229	MYC_peak_6253	0	.	88	81	146	107	113	152	90	156
chr17	49191684	49192924	MYC_peak_6254	0	.	214	195	347	259	340	429	235	223
chr17	49260207	49260778	MYC_peak_6255	0	.	59	52	85	81	104	126	70	103
chr17	49361847	49362518	MYC_peak_6256	0	.	56	55	81	81	55	87	47	83
chr17	49390497	49391298	MYC_peak_6257	0	.	98	84	106	95	87	157	96	135
chr17	49414542	49415493	MYC_peak_6258	0	.	115	104	175	221	174	239	140	207
chr17	49569852	49570197	MYC_peak_6259	0	.	41	46	83	49	81	69	51	75
chr17	49677587	49678234	MYC_peak_6260	0	.	60	36	104	65	95	111	89	96
chr17	49688041	49688322	MYC_peak_6261	0	.	31	21	29	32	31	43	24	49
chr17	49707901	49708063	MYC_peak_6262	0	.	20	6	26	14	22	37	31	23
chr17	49739728	49740050	MYC_peak_6263	0	.	36	22	50	59	34	71	26	77
chr17	49741044	49741482	MYC_peak_6264	0	.	34	34	32	22	49	43	35	44
chr17	49788201	49789036	MYC_peak_6265	0	.	88	48	96	125	126	146	107	128
chr17	49851319	49852153	MYC_peak_6266	0	.	55	48	85	80	79	138	61	99
chr17	49968313	49969076	MYC_peak_6267	0	.	113	86	161	156	113	219	177	219
chr17	50095043	50095494	MYC_peak_6268	0	.	45	34	54	65	75	68	70	76
chr17	50147999	50151472	MYC_peak_6269	0	.	469	372	671	530	466	728	581	806
chr17	50151939	50152395	MYC_peak_6270	0	.	41	35	48	42	32	51	42	56
chr17	50183564	50184927	MYC_peak_6271	0	.	106	83	101	113	84	144	129	142
chr17	50221670	50222215	MYC_peak_6272	0	.	34	9	38	44	34	52	49	93
chr17	50332309	50332800	MYC_peak_6273	0	.	32	41	38	36	63	54	45	61
chr17	50345060	50346672	MYC_peak_6274	0	.	192	117	230	255	253	276	214	265
chr17	50372567	50373563	MYC_peak_6275	0	.	178	112	206	216	261	296	209	227
chr17	50396329	50397695	MYC_peak_6276	0	.	197	127	311	216	240	337	186	267
chr17	50478499	50479888	MYC_peak_6277	0	.	242	181	312	264	273	384	319	443
chr17	50508182	50508722	MYC_peak_6278	0	.	26	40	64	57	39	96	66	91
chr17	50547069	50547509	MYC_peak_6279	0	.	75	38	32	34	41	56	65	64
chr17	50706945	50708260	MYC_peak_6280	0	.	240	183	268	225	268	366	198	375
chr17	50718959	50720493	MYC_peak_6281	0	.	411	318	563	458	499	656	358	604
chr17	50720557	50721717	MYC_peak_6282	0	.	147	104	107	129	173	157	124	204
chr17	50866304	50867885	MYC_peak_6283	0	.	178	115	311	214	263	348	210	321
chr17	50872615	50873272	MYC_peak_6284	0	.	75	47	60	76	102	115	93	98
chr17	50931199	50931835	MYC_peak_6285	0	.	96	66	101	100	76	138	89	152
chr17	50944408	50944804	MYC_peak_6286	0	.	30	35	40	48	50	54	29	51
chr17	50950341	50950774	MYC_peak_6287	0	.	24	28	52	61	48	95	40	65
chr17	51112475	51113161	MYC_peak_6288	0	.	30	50	52	49	31	36	36	80
chr17	51120223	51121123	MYC_peak_6289	0	.	86	72	147	105	91	127	78	151
chr17	51121413	51122216	MYC_peak_6290	0	.	54	52	118	103	82	103	81	127
chr17	51153123	51154773	MYC_peak_6291	0	.	591	414	858	724	695	979	676	892
chr17	51165895	51167590	MYC_peak_6292	0	.	597	397	829	571	583	799	709	843
chr17	51258994	51261479	MYC_peak_6293	0	.	406	333	636	610	585	652	535	777
chr17	54968129	54969206	MYC_peak_6294	0	.	78	56	130	126	124	132	90	152
chr17	55237721	55238765	MYC_peak_6295	0	.	173	150	289	250	202	265	168	269
chr17	55264687	55265300	MYC_peak_6296	0	.	74	70	86	83	61	64	96	70
chr17	55420234	55421016	MYC_peak_6297	0	.	76	64	108	66	84	77	66	88
chr17	55577175	55577510	MYC_peak_6298	0	.	25	25	47	43	55	61	38	36
chr17	55690098	55690868	MYC_peak_6299	0	.	53	79	148	126	101	153	98	94
chr17	56592639	56593227	MYC_peak_6300	0	.	51	22	43	34	39	55	69	88
chr17	56593454	56595001	MYC_peak_6301	0	.	171	124	196	189	184	207	211	324
chr17	56595814	56596888	MYC_peak_6302	0	.	76	70	115	96	101	175	88	135
chr17	56832947	56835436	MYC_peak_6303	0	.	337	224	473	436	357	459	349	561
chr17	56912728	56915921	MYC_peak_6304	0	.	392	276	476	414	428	531	459	661
chr17	56960771	56961296	MYC_peak_6305	0	.	40	61	96	107	89	140	69	128
chr17	57004927	57005487	MYC_peak_6306	0	.	69	54	103	93	85	148	67	97
chr17	57046467	57047060	MYC_peak_6307	0	.	47	54	27	26	102	88	17	26
chr17	57084775	57086557	MYC_peak_6308	0	.	420	299	657	510	569	742	536	835
chr17	57255958	57257055	MYC_peak_6309	0	.	102	89	168	135	121	178	146	165
chr17	57605352	57605660	MYC_peak_6310	0	.	23	15	33	37	44	38	44	45
chr17	57744607	57745145	MYC_peak_6311	0	.	72	45	81	72	70	109	77	126
chr17	57750427	57750610	MYC_peak_6312	0	.	16	19	16	20	20	28	16	25
chr17	57849109	57850585	MYC_peak_6313	0	.	70	126	206	200	167	242	186	248
chr17	57873934	57875345	MYC_peak_6314	0	.	156	135	288	267	187	246	183	256
chr17	57892655	57893443	MYC_peak_6315	0	.	35	40	74	81	108	93	68	56
chr17	57899226	57899996	MYC_peak_6316	0	.	64	49	73	120	124	137	95	86
chr17	57987421	57987648	MYC_peak_6317	0	.	14	14	13	14	16	27	28	34
chr17	57987715	57988526	MYC_peak_6318	0	.	52	53	76	117	55	69	91	78
chr17	58005585	58008256	MYC_peak_6319	0	.	597	501	900	802	946	994	645	994
chr17	58083182	58084114	MYC_peak_6320	0	.	91	61	101	110	50	84	121	172
chr17	58219126	58220034	MYC_peak_6321	0	.	70	98	175	130	144	147	126	197
chr17	58232591	58233269	MYC_peak_6322	0	.	90	71	111	104	140	139	75	155
chr17	58248016	58248478	MYC_peak_6323	0	.	23	28	39	27	17	50	37	48
chr17	58248614	58250845	MYC_peak_6324	0	.	341	302	585	524	493	707	553	741
chr17	58251078	58251258	MYC_peak_6325	0	.	8	15	6	14	2	9	9	10
